GEOID,Population
05000US72027,2037
05000US72029,2864
05000US72031,11375
05000US72033,2220
05000US72035,2940
05000US72037,808
05000US72039,1233
05000US72041,2992
05000US72043,2411
05000US72045,1385
05000US72047,1792
05000US72049,196
05000US72051,2214
05000US72053,2492
05000US72054,576
05000US72055,1428
05000US72057,2738
05000US72059,1554
05000US72061,6260
05000US72063,2282
05000US72065,1936
05000US72067,1336
05000US72069,3264
05000US72071,2497
05000US72073,846
05000US72075,3525
05000US72077,1958
05000US72079,1379
05000US72081,2064
05000US72083,799
05000US72085,1843
05000US72087,2350
05000US72089,1345
05000US72091,2829
05000US72093,474
05000US72095,728
05000US72097,5875
05000US72099,1900
05000US72101,1627
05000US72103,1121
05000US72105,1601
05000US72107,1617
05000US72109,1065
05000US72111,1873
05000US72113,12427
05000US72115,1361
05000US72117,964
05000US72119,3206
05000US72121,1499
05000US72123,1892
05000US72125,2210
05000US72127,28422
05000US72129,2416
05000US72131,2191
05000US72133,1380
05000US72135,3921
05000US72137,5903
05000US72139,4549
05000US72141,2314
05000US72143,2376
05000US72145,3094
05000US72147,395
05000US72149,1802
05000US72151,2294
05000US72153,2582
