DIVISION,REPORTABLE_DOMAIN,TYPEHUQ,KOWNRENT,YEARMADE,OCCUPYYRANGE,BEDROOMS,TOTROOMS,STOVEN,NUMFRIG,NUMPC,INTERNET,INDIALUP,INDSL,INCABLE,INSATEL,FUELHEAT,EMPLOYHH,SDESCENT,Householder_Race,EDUCATION,NHSLDMEM,HHAGE,WORKPAY,RETIREPY,SSINCOME,INVESTMT,MONEYPY,POVERTY100,FOODASST,DOLLAREL,DOLLARNG,DOLLARLP
2,5,2,1,1962,14,4,7,2,1,1,1,0,0,1,0,3,0,0,1,5,1,57,1,0,0,0,27500,501,0,1460,0,0
9,26,2,1,1978,14,4,7,1,2,1,1,0,0,1,0,6,0,0,1,2,5,47,1,0,0,1,62500,501,0,3274,23,0
9,26,6,2,1978,2,1,4,1,1,1,1,1,0,0,0,3,0,0,2,5,2,46,1,0,0,0,92500,501,0,270,228,0
5,17,2,1,1972,7,4,8,1,1,1,1,0,1,0,0,3,0,0,1,4,5,37,1,1,0,1,47500,501,0,2850,0,0
9,26,2,1,1999,7,5,8,1,1,1,1,0,0,1,0,1,0,0,4,5,4,50,1,0,0,1,22500,150,0,656,341,0
5,16,2,1,1985,14,4,7,1,2,1,1,0,0,1,0,3,0,0,1,3,2,49,1,0,0,0,120000,501,0,2517,0,0
3,7,2,1,1979,24,2,4,1,1,1,1,0,1,0,0,3,0,0,1,3,3,43,1,0,0,0,67500,501,0,1072,0,0
3,7,2,1,1930,34,2,6,1,1,1,1,0,0,1,0,6,0,0,1,2,2,49,1,0,0,1,47500,501,0,1461,774,0
2,4,2,1,1960,14,3,7,1,2,1,1,0,0,1,0,1,0,0,1,4,3,50,1,0,0,0,22500,150,0,1965,1447,0
5,17,4,2,1980,2,1,3,1,1,1,1,0,0,0,0,3,0,0,2,5,2,34,1,0,0,0,47500,501,0,799,0,0
2,5,2,1,1954,24,3,7,1,1,1,1,0,1,0,0,1,0,0,1,2,1,82,0,1,1,0,17500,501,0,859,1062,0
1,2,3,2,1920,2,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,1,2,59,1,0,0,0,12500,100,0,981,952,0
4,10,2,1,1978,14,4,9,1,4,1,1,0,0,0,1,2,0,0,1,3,3,51,1,0,0,1,110000,501,0,1551,0,756
9,26,2,2,1960,2,2,4,1,1,2,-2,-2,-2,-2,-2,-2,0,1,1,0,5,37,1,0,0,0,12500,100,0,1328,214,0
2,3,4,2,1920,14,-2,1,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,2,67,1,1,0,0,27500,501,0,553,1638,0
8,22,3,2,1999,2,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,3,1,48,0,0,0,0,6250,100,0,1242,379,0
9,26,6,1,1977,14,1,5,1,1,1,1,0,1,0,0,3,0,0,4,5,1,45,1,0,0,0,72500,501,0,458,0,368
4,11,2,1,1986,2,4,9,1,1,1,1,0,1,0,0,1,0,0,1,6,5,41,0,0,0,0,97500,501,0,759,1022,0
9,26,2,2,1979,2,4,7,1,1,1,1,0,0,0,0,1,0,0,1,2,4,18,1,0,0,0,12500,100,0,1217,620,0
9,26,2,1,2004,7,4,5,2,1,1,1,0,0,1,0,1,0,0,1,6,3,35,1,0,0,0,110000,501,0,1429,245,0
4,12,2,1,2008,2,5,12,1,2,1,1,0,0,0,0,2,0,0,1,4,4,33,1,0,0,0,110000,501,0,1727,0,1676
5,13,2,1,1988,24,5,10,1,2,1,1,0,1,0,0,3,0,0,1,2,4,57,1,0,0,1,120000,501,0,4431,0,0
2,5,2,1,1976,34,4,10,1,2,1,1,0,0,0,1,4,0,0,1,2,2,77,0,1,0,1,27500,501,0,1157,0,1148
1,2,4,2,1920,2,2,4,1,1,1,1,0,0,1,0,1,0,0,1,8,3,35,1,0,0,0,62500,501,0,475,1487,0
5,15,2,1,1976,2,4,11,2,2,1,1,0,1,0,0,1,0,0,1,4,5,35,1,1,0,0,77500,501,0,2351,1330,0
9,26,2,1,1973,24,3,8,1,1,1,1,0,0,1,0,6,0,0,1,5,1,50,1,0,0,0,47500,501,0,900,592,0
5,13,2,1,1968,34,3,6,2,1,1,1,0,0,1,0,3,0,0,1,2,3,80,0,1,1,0,32500,501,0,1067,0,0
3,6,4,2,1934,2,-2,1,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,1,62,0,0,0,0,8750,100,1,296,939,0
5,16,2,1,2008,2,4,8,1,1,1,1,1,0,0,0,1,0,0,2,3,1,64,0,1,0,1,47500,501,0,668,847,0
1,2,2,1,1960,24,2,5,1,2,1,1,0,1,0,1,6,0,0,1,2,3,52,1,0,1,1,67500,501,0,1053,720,0
5,17,2,1,1980,14,4,6,1,2,1,1,0,1,0,0,3,0,0,1,5,2,65,1,1,0,0,77500,501,0,2094,0,0
5,14,9,1,2005,2,2,4,1,1,1,1,0,1,0,0,1,0,0,1,6,1,49,0,0,0,1,120000,501,0,629,777,0
2,3,9,2,1996,14,1,2,1,1,1,1,0,0,1,0,4,0,0,1,2,1,72,0,1,1,0,12500,150,1,640,52,936
9,27,1,1,1976,24,2,4,1,1,1,1,1,0,0,0,3,0,0,1,5,1,63,0,1,0,0,42500,501,0,1008,0,0
3,6,7,2,1970,14,1,2,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,56,1,0,0,0,27500,501,0,552,54,0
3,7,2,1,1954,2,3,5,1,1,1,1,0,0,1,0,3,0,0,1,3,3,39,1,0,0,0,62500,501,0,1328,1204,0
1,2,2,1,1923,7,3,7,1,1,1,1,0,0,1,0,1,0,0,1,8,3,41,1,0,0,1,120000,501,0,1781,2194,0
3,7,2,1,1993,14,5,14,2,2,1,1,0,1,0,0,1,0,0,1,3,4,50,1,0,0,0,72500,501,0,3097,1313,0
5,15,2,1,1987,14,3,7,2,2,1,1,0,1,0,0,1,0,0,4,5,3,45,1,0,0,1,120000,501,0,1968,1715,0
5,15,2,1,1973,14,3,8,1,1,1,1,0,1,0,0,6,0,0,2,2,2,27,1,0,0,0,37500,501,0,1661,0,0
9,26,2,2,1950,2,3,5,1,1,1,1,0,0,1,0,-2,0,0,2,2,2,41,0,0,1,0,12500,100,0,964,647,0
7,21,2,1,1960,14,3,5,2,1,1,1,0,1,0,0,1,0,0,1,3,5,37,0,1,0,0,82500,501,0,2925,463,0
5,17,2,2,1969,2,3,6,1,1,2,-2,-2,-2,-2,-2,3,0,0,6,2,2,49,1,0,0,0,37500,501,0,3006,0,0
7,21,7,2,1970,2,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,3,1,38,1,0,0,0,52500,501,0,799,0,0
9,26,2,1,1927,7,3,6,1,1,1,1,0,0,1,0,3,0,0,1,7,1,45,1,0,0,1,120000,501,0,1242,488,0
2,3,9,2,1969,2,-2,1,1,1,1,1,0,1,0,0,1,0,0,2,6,1,55,1,0,0,0,67500,501,0,538,626,0
4,11,4,2,1953,2,2,5,1,1,1,1,0,1,0,0,1,0,0,2,1,2,34,1,0,0,0,2500,100,1,973,745,0
4,10,2,2,1976,2,3,5,1,1,2,-2,-2,-2,-2,-2,3,0,1,4,1,5,34,0,0,0,0,12500,100,1,821,989,0
7,20,2,1,1995,2,3,7,1,1,1,1,0,1,0,0,3,0,0,1,3,5,34,0,0,0,0,12500,100,1,1359,89,0
8,23,1,1,1986,7,3,5,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,0,4,45,1,0,0,0,82500,501,0,798,1216,0
4,10,2,1,1967,34,3,7,1,1,1,1,0,0,1,0,1,0,0,1,2,2,63,1,1,0,1,47500,501,0,719,544,0
1,2,3,1,1986,2,2,4,1,1,1,1,0,0,1,0,1,0,0,1,3,2,52,1,0,0,0,120000,501,0,1648,1178,0
6,18,2,1,1996,14,3,6,1,1,1,1,0,1,0,0,3,0,0,1,3,3,47,1,0,0,0,57500,501,0,1603,0,0
5,16,6,2,1980,2,2,5,1,1,1,1,0,0,1,0,3,0,0,1,4,2,35,1,0,0,0,27500,501,0,1393,0,0
9,26,2,1,1989,14,4,8,2,2,1,1,0,0,1,0,1,0,0,1,5,2,62,1,1,0,1,97500,501,0,1414,1034,0
2,3,4,2,1960,7,2,4,1,1,1,1,0,0,1,0,1,0,0,1,7,2,30,1,0,0,0,72500,501,0,406,1029,0
5,17,2,1,2004,7,4,7,1,1,1,1,0,1,0,0,3,0,0,1,3,3,46,1,0,0,0,110000,501,0,1640,0,0
7,21,2,1,2001,7,3,7,1,2,1,1,0,0,1,0,1,0,0,1,2,3,41,1,0,0,1,120000,501,0,3605,472,0
9,26,2,1,1920,54,2,5,1,1,1,1,0,1,0,0,1,0,1,1,1,2,85,0,1,0,1,27500,501,0,385,389,0
4,10,2,1,1990,7,3,7,1,1,1,1,0,1,0,0,2,0,0,1,5,4,53,1,0,0,0,27500,150,0,1108,0,1337
5,14,2,3,1940,2,5,9,1,1,1,1,0,1,0,0,4,0,0,1,2,2,25,1,0,0,0,67500,501,0,798,0,1997
4,10,2,1,1972,2,3,8,1,2,1,1,0,1,0,0,1,0,0,1,5,2,65,1,0,0,1,27500,501,0,964,1930,0
4,12,2,1,2001,2,2,4,1,2,1,1,0,0,0,0,2,0,0,1,8,3,31,1,0,0,0,22500,150,0,1561,0,651
4,12,2,1,1950,44,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,2,78,0,1,0,0,37500,501,0,652,773,0
6,18,4,2,1955,2,1,3,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,0,1,51,0,0,0,0,2500,100,1,1081,872,0
2,5,2,1,1920,7,3,7,1,1,1,1,0,0,1,0,2,0,0,1,2,1,50,0,0,0,0,8750,100,1,2143,0,1552
8,22,2,1,1992,14,5,9,1,2,1,1,0,1,0,0,1,0,0,1,6,5,46,1,0,1,0,120000,501,0,2433,1358,0
4,11,2,1,1947,14,3,7,1,2,2,-2,-2,-2,-2,-2,1,0,0,1,5,2,63,1,1,0,0,2500,100,0,1008,791,0
1,2,2,1,1920,34,3,6,1,1,1,1,0,0,1,0,1,0,0,1,5,3,68,1,1,0,0,92500,501,0,579,1681,0
2,5,2,1,2005,2,4,16,2,3,1,1,0,1,0,0,2,0,0,2,2,3,50,0,1,0,0,120000,501,0,2394,0,1538
5,16,2,1,1974,24,4,8,1,3,1,1,0,0,0,0,2,0,0,2,4,5,46,1,0,0,1,72500,501,0,2295,0,1451
9,26,2,2,1986,2,1,2,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,2,4,20,0,0,0,0,2500,100,1,751,154,0
9,26,2,1,1974,2,4,7,1,1,1,1,0,0,1,0,1,0,0,1,5,1,21,1,0,0,0,62500,501,0,562,211,0
9,27,2,2,1935,7,2,5,1,1,1,1,0,1,0,0,1,0,1,1,2,3,45,1,0,0,0,27500,501,0,900,1073,0
6,18,2,2,1970,2,2,5,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,3,2,21,1,0,0,0,27500,501,1,1703,0,0
5,17,2,1,1999,14,3,8,2,2,1,1,0,0,1,0,3,0,0,1,5,2,68,1,1,0,1,120000,501,0,5447,0,0
6,18,2,1,1970,2,2,6,1,1,2,-2,-2,-2,-2,-2,2,0,0,1,2,1,46,1,0,0,0,57500,501,0,1013,0,364
1,2,2,1,1987,14,4,9,1,1,1,1,0,0,1,0,1,0,0,1,6,2,56,1,0,0,0,47500,501,0,1532,1491,0
9,27,9,1,2002,2,-2,1,1,1,1,1,0,0,1,0,3,0,0,1,6,1,31,1,0,0,0,67500,501,0,805,0,0
4,10,2,1,1920,14,7,11,1,2,1,1,0,1,0,0,1,0,0,1,5,2,49,1,0,0,1,120000,501,0,1047,2245,0
9,26,2,1,2002,7,4,7,2,2,1,1,0,0,1,0,1,0,0,4,5,3,40,1,1,1,1,47500,501,0,1012,246,0
9,26,2,1,1975,14,3,6,1,2,1,1,0,1,0,0,1,0,0,4,5,4,54,1,0,0,1,120000,501,0,1521,389,0
3,8,2,2,1938,2,3,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,2,3,27,1,0,0,0,42500,501,1,650,1344,0
5,14,8,2,1966,14,1,3,1,1,1,1,0,0,1,0,3,0,1,1,0,3,44,1,0,0,0,47500,501,0,1097,230,0
8,23,2,1,1986,7,5,8,1,1,1,1,0,1,0,0,1,0,0,1,3,7,41,1,0,0,0,42500,150,0,662,837,0
5,17,2,2,1974,2,3,6,1,1,1,1,0,1,0,0,1,0,0,4,3,3,44,1,0,0,0,87500,501,0,1284,365,0
2,3,9,1,1953,2,2,6,2,1,1,1,0,1,0,0,4,0,0,1,5,2,57,1,0,0,1,27500,501,0,907,179,758
5,14,2,1,1995,14,4,8,2,1,1,1,0,0,1,0,1,0,0,2,4,2,66,0,1,0,0,47500,501,0,2959,1237,0
2,3,9,2,1972,2,1,3,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,1,77,0,1,0,1,12500,150,0,259,903,0
1,2,2,1,1963,44,3,7,2,1,1,1,0,0,1,0,4,0,0,1,3,2,73,0,1,0,0,37500,501,0,1393,0,1183
2,3,4,1,1930,24,2,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,2,74,0,1,0,1,32500,501,0,962,2634,0
7,20,2,1,2005,2,3,6,1,1,1,1,0,0,0,1,3,0,0,1,2,3,32,1,0,0,0,47500,501,0,2267,0,0
2,3,9,2,1990,2,2,5,1,1,1,1,0,0,1,0,3,0,1,1,4,4,24,1,0,0,0,32500,150,0,2435,0,0
9,26,2,2,1973,7,3,6,1,2,1,1,0,0,1,0,1,0,0,1,3,2,52,1,0,0,0,120000,501,0,1889,61,0
1,1,4,1,1920,24,2,7,1,1,1,1,0,1,0,0,1,0,1,7,6,2,54,1,0,0,1,87500,501,0,633,2123,0
7,21,4,2,1970,2,2,4,1,1,1,1,0,1,0,0,1,0,0,2,1,3,65,1,1,0,0,6250,100,0,1413,457,0
8,23,2,1,1940,2,1,3,1,1,1,1,0,0,1,0,1,0,0,1,3,1,19,1,0,0,0,22500,501,0,540,205,0
9,26,2,1,1968,34,5,9,2,2,1,1,0,0,1,0,1,0,0,1,2,2,72,0,1,0,1,120000,501,0,2059,375,0
9,26,3,1,1939,7,2,5,1,2,1,1,0,1,0,0,1,0,0,1,3,1,63,1,0,0,0,110000,501,0,301,552,0
2,5,2,1,1920,44,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,2,66,0,1,0,0,27500,501,0,1047,1305,0
8,25,2,1,1997,14,3,6,1,1,1,1,0,1,0,0,1,0,1,1,5,3,61,0,1,0,0,12500,100,0,632,625,0
2,3,4,2,1980,7,2,4,1,1,1,1,0,0,1,0,1,0,0,1,2,2,60,1,1,0,0,62500,501,0,1866,566,0
4,12,2,1,2007,2,4,12,1,2,1,1,0,0,0,1,6,0,0,1,6,3,60,1,0,0,1,120000,501,0,1712,0,0
6,19,2,1,1976,34,3,7,2,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,2,72,0,1,0,1,22500,501,0,1087,1260,0
6,19,2,1,1974,7,4,7,2,2,2,-2,-2,-2,-2,-2,1,0,0,2,1,3,57,1,1,1,0,22500,150,0,1794,957,0
3,8,2,1,1964,24,4,8,1,1,2,-2,-2,-2,-2,-2,1,0,0,7,3,6,40,1,0,0,0,110000,501,0,1330,1937,0
3,8,2,1,1960,14,3,7,2,2,1,1,0,0,1,0,1,0,0,1,6,1,49,1,0,0,0,92500,501,0,857,482,0
9,26,3,1,2000,7,4,7,1,1,1,1,0,0,1,0,1,0,0,4,5,2,39,1,0,0,0,110000,501,0,708,257,0
4,12,2,1,1992,14,4,8,2,1,1,1,1,0,0,0,1,0,0,1,3,2,67,1,1,0,1,110000,501,0,1596,1730,0
2,3,7,2,1920,2,0,2,1,1,1,1,0,0,1,0,1,0,0,1,2,1,45,1,0,0,0,32500,501,0,378,1228,0
4,11,2,1,1985,24,3,7,1,2,1,1,0,0,1,0,1,0,0,1,3,2,52,1,0,0,0,57500,501,0,1275,517,0
9,26,4,2,1975,2,2,5,1,1,1,1,0,1,0,0,2,0,0,2,2,2,24,1,0,0,0,17500,150,0,1393,0,1525
9,26,2,1,1973,34,4,8,1,1,1,1,0,1,0,0,1,0,0,1,6,2,80,1,1,0,1,97500,501,0,920,629,0
7,21,2,1,1955,54,3,8,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,1,75,0,1,0,0,17500,501,0,1224,585,0
3,9,2,1,1989,14,3,6,2,2,1,1,0,0,1,0,1,0,0,1,5,2,52,1,0,0,0,120000,501,0,1895,1418,0
3,6,2,1,1978,2,4,9,1,1,1,1,0,1,0,0,1,0,0,1,5,4,42,1,0,0,0,27500,150,0,940,823,0
7,21,4,2,1980,7,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,3,3,51,1,0,0,0,47500,501,0,982,0,0
6,19,2,1,2008,2,3,6,1,1,1,1,0,0,1,0,1,0,0,4,5,4,40,1,0,0,0,87500,501,0,1319,544,0
5,17,2,2,1964,2,2,4,1,1,1,1,0,1,0,0,3,0,0,1,4,2,28,1,0,0,0,32500,501,0,1408,0,0
4,12,2,1,2004,7,4,9,1,2,1,1,0,1,0,0,1,0,0,6,8,2,30,1,0,0,1,12500,100,0,980,1198,0
4,10,2,1,1998,14,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,2,81,0,1,0,0,22500,501,0,751,485,0
5,17,2,1,1965,2,4,8,1,2,1,1,0,0,1,0,3,0,0,1,5,4,48,1,0,0,0,72500,501,0,3047,0,0
9,26,2,2,1975,7,2,4,1,1,1,1,0,1,0,0,1,0,1,3,1,1,80,0,1,1,0,12500,150,0,562,342,0
2,3,9,2,1995,2,2,5,1,1,1,1,0,0,1,0,4,0,1,6,5,3,40,1,0,0,1,120000,501,0,1084,205,740
3,6,7,2,1970,7,2,5,1,1,1,1,0,0,1,0,1,0,0,1,2,1,61,1,1,0,0,72500,501,0,353,436,0
7,21,2,1,1949,24,3,5,1,2,1,1,0,0,1,0,3,0,0,2,4,1,80,0,1,0,0,2500,100,1,1014,523,0
5,17,2,1,1961,14,3,6,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,3,1,58,1,1,1,0,37500,501,0,2561,0,0
4,11,2,1,1971,2,3,7,1,1,1,1,0,0,0,0,1,0,0,1,4,2,28,1,0,0,0,22500,501,0,609,1101,0
6,18,1,2,1975,2,3,5,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,0,5,26,0,0,1,0,3750,100,1,1080,0,0
3,6,2,1,1998,14,4,8,1,1,1,1,0,1,0,0,1,0,0,2,3,5,53,1,1,0,0,110000,501,0,1154,1059,0
6,19,2,1,1975,14,3,6,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,73,0,1,0,0,12500,150,0,1675,0,0
9,26,3,2,1940,2,2,4,1,1,1,1,0,0,0,0,1,0,1,1,3,4,28,1,0,0,0,42500,501,0,177,130,0
1,2,2,1,1960,7,2,4,1,1,1,1,0,0,0,0,1,0,0,1,4,1,46,1,0,0,0,37500,501,0,453,991,0
5,15,9,2,1982,2,1,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,2,49,1,0,0,0,37500,501,0,807,0,0
2,3,4,2,1955,2,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,2,4,28,1,0,0,0,32500,150,0,1207,2132,0
9,26,2,1,1990,2,4,7,1,1,1,1,1,0,0,0,3,0,1,1,1,5,42,1,0,1,0,42500,501,0,595,296,0
9,26,4,2,1950,2,2,4,1,1,1,1,0,0,1,0,-2,0,1,1,4,3,26,1,0,0,0,82500,501,0,756,34,0
5,17,2,1,1979,24,3,7,1,2,2,-2,-2,-2,-2,-2,3,0,0,1,0,1,85,0,1,0,0,22500,501,0,1798,0,0
9,26,2,2,1980,2,3,5,1,1,1,1,0,0,1,0,-2,0,0,1,3,4,42,1,0,0,0,67500,501,0,1085,212,0
9,27,2,1,1987,14,3,7,1,2,1,1,0,0,1,0,1,0,0,1,6,3,53,1,0,0,0,120000,501,0,1093,1575,0
9,27,2,1,2007,2,4,7,1,1,1,0,-2,-2,-2,-2,3,0,1,1,1,7,34,1,0,0,0,22500,100,0,1598,0,0
9,26,6,2,2005,2,2,3,1,1,1,1,0,0,1,0,1,0,0,1,2,3,42,1,0,0,0,12500,100,1,167,164,0
5,14,7,1,2005,2,2,5,1,1,1,1,1,0,0,0,1,0,0,1,2,1,46,0,0,0,1,42500,501,0,448,290,0
3,7,2,1,1940,34,4,9,1,2,2,-2,-2,-2,-2,-2,1,0,0,1,3,2,72,0,1,0,1,52500,501,0,1112,1220,0
9,26,7,2,1979,2,1,2,1,1,1,0,-2,-2,-2,-2,1,0,0,4,6,1,41,1,0,0,1,110000,501,0,479,179,0
2,3,2,1,1988,14,4,6,1,1,1,1,0,0,1,0,4,0,0,1,6,2,60,0,0,0,0,120000,501,0,1467,0,1839
8,22,2,1,1978,14,5,12,1,2,1,1,0,1,1,0,1,0,0,1,5,6,49,1,0,0,0,120000,501,0,1769,644,0
4,12,7,2,2008,2,1,2,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,3,1,25,1,0,0,0,42500,501,0,858,0,0
2,3,2,1,1997,2,3,7,1,2,1,1,0,1,0,0,4,0,0,1,5,2,53,1,0,0,1,62500,501,0,1189,0,2039
9,26,2,1,1978,2,3,6,2,1,1,1,0,0,1,0,-2,0,0,4,5,2,27,1,0,0,0,120000,501,0,911,281,0
9,26,2,1,1975,14,4,8,1,1,2,-2,-2,-2,-2,-2,-2,0,1,1,1,4,49,1,0,0,0,32500,150,0,973,348,0
9,26,8,2,1951,2,-2,1,1,1,1,1,0,0,1,0,-2,0,0,4,7,1,33,1,0,0,1,37500,501,0,227,0,0
8,22,2,2,1920,2,2,3,1,2,2,-2,-2,-2,-2,-2,1,0,0,1,2,3,23,1,0,0,0,72500,501,0,360,493,0
4,10,3,3,2006,2,1,5,1,2,2,-2,-2,-2,-2,-2,1,0,0,1,1,1,85,0,1,0,1,22500,501,0,772,686,0
5,15,2,1,1991,7,3,7,1,1,1,1,0,1,1,0,1,0,0,1,3,2,54,1,0,0,0,110000,501,0,1303,967,0
3,8,2,1,1968,34,3,6,2,1,1,1,1,0,0,0,1,0,0,2,3,1,85,0,1,0,0,87500,501,0,503,949,0
3,7,7,2,1975,2,1,3,1,1,1,1,0,1,0,0,3,0,0,1,3,2,47,1,0,0,0,22500,501,0,796,0,0
5,17,8,2,1950,2,-2,1,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,2,1,34,1,0,0,0,12500,150,0,1404,0,0
9,26,4,2,1920,2,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,0,3,27,1,0,0,0,27500,501,0,190,291,0
3,7,9,2,1987,2,1,3,1,1,1,1,0,0,1,0,3,0,0,1,2,2,55,1,0,1,0,47500,501,0,892,0,0
4,11,6,2,1961,2,1,4,1,1,1,1,0,0,0,1,1,0,0,3,1,1,53,0,0,0,0,12500,150,1,1148,399,0
3,8,2,1,1921,34,3,6,1,2,1,1,1,0,0,0,1,0,0,1,2,2,62,0,1,0,1,32500,501,0,538,1236,0
5,14,2,1,1988,24,3,8,1,1,1,1,0,1,0,0,3,0,0,2,2,1,59,1,0,0,0,67500,501,0,2503,0,0
1,2,4,2,1929,2,2,3,1,1,1,1,0,0,1,0,1,0,0,6,2,3,25,1,0,0,0,52500,501,0,642,1342,0
3,8,2,1,2003,7,4,8,1,2,1,1,0,1,0,0,1,0,0,1,5,4,42,1,0,0,0,92500,501,0,1264,1072,0
7,20,2,1,2001,7,4,8,1,1,1,1,0,0,0,1,3,0,0,1,2,4,42,1,0,0,0,62500,501,0,2216,0,0
1,2,2,1,1953,54,3,7,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,0,1,85,0,1,0,0,12500,150,0,1006,2523,0
9,26,2,2,1968,2,3,5,2,1,1,1,0,0,1,0,1,0,0,1,3,4,44,1,0,0,0,67500,501,0,2516,396,0
5,17,2,1,1976,34,3,7,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,3,2,64,1,0,0,0,42500,501,0,1659,0,204
2,5,3,2,1979,2,3,6,1,1,1,1,0,0,1,0,3,0,0,7,3,4,29,1,0,0,0,32500,150,1,1778,0,0
7,21,1,3,1988,2,3,5,1,1,1,0,-2,-2,-2,-2,3,0,1,1,1,5,31,1,0,0,0,47500,501,1,1275,87,0
9,27,2,1,2007,2,3,5,1,1,1,1,0,1,0,0,3,0,0,1,2,2,53,0,1,0,1,27500,501,0,1860,0,0
5,15,2,1,2000,2,4,7,1,1,1,1,0,0,1,0,1,0,0,2,3,4,34,1,0,0,0,27500,150,0,1268,569,0
3,9,6,2,1982,2,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,1,1,53,1,0,0,0,8750,100,0,615,0,0
5,17,2,1,1973,14,3,6,1,2,1,1,0,0,1,0,3,0,0,1,2,2,62,1,1,0,0,37500,501,0,1897,0,0
4,12,2,1,1967,44,3,7,2,2,1,1,0,1,0,0,1,0,0,1,3,2,74,0,1,1,1,120000,501,0,1039,1179,0
4,11,2,1,1982,24,5,8,1,3,1,1,0,1,0,0,3,0,0,1,2,4,55,1,0,0,0,82500,501,0,3059,0,0
9,26,2,1,1971,7,3,6,1,2,1,1,0,0,1,0,1,0,0,4,4,4,51,1,0,0,1,57500,501,0,1496,323,0
2,3,8,1,1950,7,3,6,1,1,1,1,0,0,1,0,1,0,0,6,3,3,21,1,0,0,0,97500,501,0,817,646,0
2,3,4,1,1920,14,2,4,1,1,1,1,0,0,1,0,4,0,0,1,6,2,59,1,0,0,1,120000,501,0,1085,158,2079
9,26,2,1,1989,14,3,7,1,1,1,1,0,1,0,0,6,0,0,1,4,3,60,1,1,0,0,110000,501,0,1746,0,1342
9,26,2,2,2001,2,3,6,1,1,1,1,0,0,1,0,1,0,0,1,5,4,36,1,0,0,0,92500,501,0,1291,383,0
2,3,9,2,1954,2,2,4,1,1,1,1,0,0,1,0,4,0,0,1,5,2,30,1,0,0,0,52500,501,0,727,332,755
2,3,4,2,1971,7,1,4,1,1,2,-2,-2,-2,-2,-2,4,0,0,2,0,1,85,0,1,0,0,2500,100,0,522,178,931
3,8,2,1,1985,7,3,6,1,2,1,1,1,0,0,0,2,0,0,1,2,2,57,1,0,0,0,32500,501,0,1054,0,1600
1,2,2,1,1960,14,2,5,1,1,1,1,0,0,1,0,1,0,0,1,5,2,49,1,0,0,0,82500,501,0,769,1250,0
3,9,2,1,1940,7,5,7,1,1,1,0,-2,-2,-2,-2,1,0,1,1,0,8,42,0,0,0,0,12500,100,1,764,1577,0
9,27,2,2,1991,14,5,8,1,1,1,1,0,0,1,0,-2,0,0,1,8,1,53,0,0,0,1,42500,501,0,1175,0,0
9,26,2,1,1994,14,3,8,2,2,1,1,0,0,1,0,1,0,0,1,2,2,53,1,0,0,0,87500,501,0,2792,1111,0
7,21,2,1,1970,14,2,5,1,0,2,-2,-2,-2,-2,-2,1,0,1,1,2,2,52,0,1,0,0,3750,100,1,1620,385,0
1,1,2,1,2008,2,4,12,1,2,1,1,0,0,1,0,4,0,0,1,5,3,52,1,0,0,1,120000,501,0,5263,0,7893
1,1,7,2,1920,2,2,5,1,1,1,1,0,1,0,0,4,0,0,4,7,2,35,1,0,0,1,52500,501,0,957,0,1285
7,20,2,1,1950,7,2,5,1,1,1,1,0,1,0,0,3,0,0,1,3,1,56,1,0,0,1,2500,100,0,1800,0,0
2,3,4,2,1920,2,3,6,1,1,1,1,0,0,1,0,1,0,0,1,2,4,38,0,0,0,0,22500,150,0,957,1402,0
2,3,2,1,1960,24,3,9,1,1,1,1,0,0,0,0,1,0,0,1,6,3,52,1,0,0,1,110000,501,0,1134,1090,0
