DIVISION,REPORTABLE_DOMAIN,TYPEHUQ,KOWNRENT,YEARMADE,OCCUPYYRANGE,BEDROOMS,TOTROOMS,STOVEN,NUMFRIG,NUMPC,INTERNET,INDIALUP,INDSL,INCABLE,INSATEL,FUELHEAT,EMPLOYHH,SDESCENT,Householder_Race,EDUCATION,NHSLDMEM,HHAGE,WORKPAY,RETIREPY,SSINCOME,INVESTMT,MONEYPY,POVERTY100,FOODASST,DOLLAREL,DOLLARNG,DOLLARLP
7,21,3,2,2004,2,3,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,3,3,47,0,0,0,0,12500,100,1,2234,0,0
9,27,9,2,1977,2,-2,1,2,1,1,1,0,0,0,0,-2,0,0,4,2,1,19,0,0,0,0,2500,100,0,860,0,0
2,4,6,1,1997,2,2,5,1,1,1,1,0,0,1,0,1,0,0,1,5,2,27,1,0,0,1,110000,501,0,1502,834,0
5,15,2,1,2000,7,4,8,1,1,1,1,0,1,0,0,1,0,0,2,4,3,50,1,0,0,0,110000,501,0,1929,1589,0
5,13,2,1,1969,24,3,6,1,1,1,1,0,0,1,0,3,0,0,1,1,2,57,1,0,0,0,52500,501,0,1967,0,976
8,22,2,1,1994,14,5,10,2,1,1,1,0,0,1,0,1,0,0,1,5,3,64,1,1,0,1,110000,501,0,586,977,0
7,21,2,1,1955,44,3,5,2,2,1,1,0,1,0,0,1,0,0,1,3,2,69,1,1,0,1,42500,501,0,2575,902,0
5,17,2,1,2003,7,3,5,1,2,1,1,0,1,0,0,3,0,0,1,4,2,60,1,1,0,0,67500,501,0,2132,0,0
9,27,7,2,1980,2,2,4,1,1,1,1,0,0,1,0,3,0,0,4,5,1,38,1,0,0,0,67500,501,0,913,0,0
5,14,3,1,1948,14,3,7,1,2,2,-2,-2,-2,-2,-2,1,0,0,2,4,1,79,0,1,0,0,17500,501,0,534,2201,0
3,6,7,2,1960,7,-2,1,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,2,2,47,0,0,0,0,2500,100,1,320,537,0
4,11,3,1,1950,14,3,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,3,1,78,0,1,0,1,27500,501,0,722,835,0
3,7,9,2,1965,2,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,85,0,1,0,0,27500,501,0,723,0,0
3,7,2,1,1973,2,3,5,1,1,1,1,0,1,0,0,1,0,0,1,3,4,31,1,0,0,0,32500,150,0,739,607,0
2,5,2,1,2002,7,4,9,1,1,1,1,0,0,1,0,2,0,0,1,2,2,51,1,0,0,0,120000,501,0,3361,0,4779
4,12,4,2,2000,2,2,5,1,1,1,1,0,0,0,0,3,0,0,1,5,2,24,1,0,0,0,37500,501,0,640,669,0
3,8,2,1,1920,14,2,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,6,55,1,0,1,0,32500,150,1,1219,1877,0
2,3,6,2,1938,2,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,3,1,66,0,1,0,0,52500,501,0,574,269,0
8,22,7,2,1990,2,2,5,1,1,1,1,0,1,0,0,3,0,1,1,3,4,38,1,0,0,0,42500,501,0,556,468,0
5,16,2,1,1980,14,3,6,1,1,1,1,0,1,0,0,1,0,0,1,2,3,54,1,0,0,0,87500,501,0,1538,465,0
5,17,2,1,2005,2,3,5,1,1,1,1,0,1,1,0,3,0,0,1,3,2,29,1,0,0,0,47500,501,0,2383,456,0
7,21,2,1,1983,24,3,7,2,2,1,1,0,1,0,0,1,0,0,1,3,2,57,1,0,0,1,120000,501,0,2654,947,0
4,11,2,1,1976,14,3,8,1,1,1,1,0,0,1,0,1,0,0,1,3,8,32,1,0,0,0,120000,501,1,1468,937,0
9,26,2,2,1965,2,3,5,1,1,1,1,0,0,1,0,1,0,1,1,3,6,50,1,0,0,0,12500,100,0,397,301,0
6,18,2,1,1990,7,4,11,1,2,1,1,0,0,1,0,3,0,0,1,8,5,42,1,0,0,1,120000,501,0,1600,657,0
3,7,2,1,1998,7,3,6,1,1,1,1,0,0,1,0,1,0,0,1,2,3,38,0,1,0,0,42500,501,0,1019,641,0
5,17,2,1,1987,24,2,5,1,1,1,1,0,0,1,0,3,0,0,1,4,1,77,0,0,1,0,8750,100,0,1132,0,0
5,17,2,1,1973,7,4,8,2,2,1,1,0,0,1,0,1,0,0,1,5,4,45,1,0,0,0,82500,501,0,2970,559,0
3,7,2,1,1995,2,3,9,2,2,1,1,0,0,1,0,1,0,0,1,5,2,56,1,0,0,1,120000,501,0,1367,1162,0
9,26,2,2,1961,7,3,5,1,1,1,1,0,0,1,0,1,0,0,1,2,2,35,1,0,0,0,67500,501,0,544,510,0
9,26,2,1,1955,7,4,6,1,1,2,-2,-2,-2,-2,-2,-2,0,0,4,2,6,41,1,0,0,0,97500,501,0,896,362,0
5,13,3,1,1985,24,3,8,1,1,1,1,0,1,0,0,3,0,0,1,5,3,51,1,0,0,1,120000,501,0,1468,0,0
5,13,2,1,2006,2,3,7,1,1,1,1,0,1,0,0,1,0,0,6,6,2,38,1,0,0,0,110000,501,0,831,488,0
1,1,2,1,1983,7,2,6,1,1,1,1,0,0,1,0,4,0,0,1,3,1,40,1,0,0,0,47500,501,0,427,0,1134
9,26,7,2,1973,2,1,3,1,1,1,1,0,0,1,0,1,0,0,1,5,1,63,1,0,0,0,67500,501,0,331,318,0
4,10,2,1,1953,14,3,9,2,2,1,1,0,0,0,1,1,0,0,7,6,3,46,1,0,0,1,120000,501,0,1173,1037,0
1,2,4,2,1969,2,1,3,1,1,1,0,-2,-2,-2,-2,1,0,1,2,3,1,55,0,0,1,0,8750,100,0,326,2019,0
5,16,6,2,1980,7,3,5,1,1,1,1,0,0,0,0,3,0,0,2,2,3,53,1,1,0,0,47500,501,0,1512,0,0
9,26,9,2,1962,7,1,3,1,1,1,1,0,0,1,0,1,0,0,1,5,1,46,1,0,0,1,120000,501,0,514,232,0
3,7,2,1,1947,64,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,1,85,0,1,0,1,6250,100,0,1154,1494,0
9,26,2,1,1940,24,3,4,1,1,1,1,0,0,1,0,-2,0,1,1,1,3,61,1,0,0,0,17500,100,0,959,334,0
3,9,3,1,2002,7,2,7,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,5,1,49,1,0,0,0,47500,501,0,785,850,0
4,12,2,2,1978,2,5,9,1,2,1,1,0,1,1,0,1,0,0,1,3,3,38,1,0,0,0,42500,501,0,1267,603,0
5,17,2,2,1980,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,2,3,21,1,0,0,0,27500,501,0,1532,449,348
2,5,7,2,1995,2,2,4,1,1,1,1,0,0,1,0,3,0,0,4,6,4,40,1,0,0,1,52500,501,0,2208,0,0
5,15,2,1,2003,2,5,10,1,1,1,1,0,0,1,0,1,0,0,1,5,2,79,0,1,0,1,2500,100,0,909,430,0
2,3,2,1,1920,34,2,11,1,1,1,1,0,0,1,0,1,0,0,1,6,2,68,0,1,0,0,120000,501,0,757,1606,0
5,17,2,1,1973,2,2,5,1,2,1,1,1,0,0,0,3,0,0,1,3,2,67,0,1,0,0,42500,501,0,1466,0,0
5,17,2,2,1979,2,3,6,1,1,1,1,0,0,1,0,3,0,0,1,2,3,57,1,0,1,1,77500,501,0,2235,0,0
4,10,2,1,1954,7,2,6,1,2,1,1,0,1,0,0,3,0,0,1,2,4,30,1,0,0,1,87500,501,0,2468,0,0
1,1,2,1,2007,2,4,11,1,2,1,1,0,0,1,0,4,0,0,1,5,5,47,1,0,0,1,110000,501,0,3833,0,2111
4,10,2,1,1920,34,2,7,1,1,1,1,0,0,0,1,4,0,0,1,5,2,70,1,1,0,1,92500,501,0,3089,0,630
4,12,3,1,2003,7,3,9,1,2,1,1,0,0,1,0,1,0,0,1,2,2,72,0,1,0,0,47500,501,0,1230,1003,0
4,12,3,2,1990,2,3,6,1,1,1,1,0,0,1,0,3,0,0,1,2,4,21,1,0,0,0,37500,501,0,1265,0,0
1,1,2,2,1950,2,3,10,1,2,1,1,0,1,0,0,4,0,0,1,3,2,47,1,0,0,1,42500,501,0,924,0,2817
5,17,2,1,1991,7,4,7,1,1,1,1,0,0,1,0,3,0,0,1,2,4,19,1,0,0,0,32500,150,0,3559,519,0
5,16,2,1,1990,7,3,5,1,1,1,1,0,0,1,0,3,0,0,1,2,4,56,1,0,0,0,27500,150,0,1970,0,0
4,12,3,1,2004,7,2,6,1,1,1,1,0,1,0,0,1,0,0,1,6,2,30,1,0,0,0,42500,501,0,670,779,0
2,4,2,1,1989,2,4,9,1,1,1,1,0,0,1,0,1,0,0,1,2,4,39,1,0,0,1,120000,501,0,2487,1831,0
4,12,2,1,1920,2,5,11,1,1,1,1,0,1,0,0,1,0,0,1,6,4,36,1,0,0,0,120000,501,0,1837,1446,0
8,22,2,1,1973,24,4,9,1,1,1,1,0,1,0,0,1,0,0,1,2,2,61,1,1,0,1,120000,501,0,838,1019,0
1,2,3,1,2006,2,2,6,1,1,1,1,0,1,0,0,1,0,0,1,6,2,66,1,1,0,1,120000,501,0,1195,933,0
8,25,2,2,1970,2,3,6,1,1,1,1,0,1,0,0,1,0,0,1,3,6,30,1,0,0,0,27500,100,1,748,557,0
6,19,2,1,1967,24,3,6,1,1,1,1,1,0,0,0,2,0,0,1,2,1,49,1,0,0,0,27500,501,0,1133,0,1513
3,6,2,1,1920,2,3,6,1,1,1,1,0,0,1,0,1,0,0,1,5,4,37,1,0,0,1,120000,501,0,1275,1122,0
3,7,2,1,1994,2,4,11,1,2,1,1,0,0,1,0,3,0,0,1,5,4,43,1,0,0,0,110000,501,0,2021,27,0
7,21,2,1,2005,2,4,8,1,2,1,1,0,0,1,0,3,0,1,1,1,2,66,1,1,0,1,57500,501,0,2145,0,0
2,3,2,1,1950,14,2,4,1,2,1,1,0,0,1,0,4,0,0,1,3,5,51,1,0,0,0,97500,501,0,1080,239,1180
5,13,2,1,1998,14,5,12,2,2,1,1,0,0,1,0,1,0,0,1,5,4,41,1,0,0,1,120000,501,0,1855,1228,1200
1,2,4,2,1920,2,1,4,1,1,1,1,0,1,0,0,1,0,0,1,6,1,39,1,0,0,0,62500,501,0,242,1659,0
6,18,2,1,1945,24,3,6,1,1,1,1,0,1,0,0,3,0,0,1,1,2,49,1,0,0,0,67500,501,0,1759,0,0
2,3,7,2,1930,34,-2,1,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,1,1,65,0,1,0,0,6250,100,0,149,0,1017
5,16,2,1,1996,14,4,8,1,1,1,1,0,0,0,1,2,0,0,3,0,4,56,0,0,0,0,42500,501,1,2370,0,886
6,18,2,1,1992,14,4,6,1,2,1,1,0,1,0,0,6,0,0,1,1,4,69,1,1,1,1,77500,501,0,2227,28,944
9,26,2,1,1929,14,5,10,2,1,1,0,-2,-2,-2,-2,1,0,0,1,5,2,54,1,0,0,1,120000,501,0,1807,1547,0
7,21,2,1,1988,14,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,3,1,67,0,1,0,0,17500,501,0,1669,1027,0
3,7,2,2,1923,2,2,5,1,1,1,1,0,1,0,0,1,0,0,1,3,2,28,1,0,0,0,72500,501,0,809,616,0
4,10,2,1,1973,14,3,9,1,2,1,1,0,1,0,0,2,0,0,1,3,5,37,1,0,0,1,72500,501,0,1006,0,1416
3,7,6,2,1975,7,2,4,1,1,1,1,1,0,0,0,1,0,1,1,2,4,50,1,0,0,0,22500,150,0,769,849,0
2,3,6,2,1960,2,1,3,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,2,3,29,1,0,0,0,6250,100,1,701,749,0
4,12,7,2,2001,2,3,5,1,1,1,1,0,0,1,0,3,0,0,2,6,5,33,1,0,0,0,42500,501,0,1680,0,0
9,26,2,1,2000,7,5,8,2,2,1,1,0,0,1,0,1,0,0,4,2,3,44,1,0,0,0,42500,501,0,842,349,0
9,27,2,1,1958,34,4,8,1,1,1,1,0,0,1,0,1,0,0,1,6,2,65,1,1,0,1,97500,501,0,921,2624,0
5,17,2,1,1985,24,3,6,1,1,1,1,0,0,1,0,3,0,0,1,2,2,63,0,1,0,0,120000,501,0,2324,0,0
9,26,2,1,1950,14,3,5,1,2,1,0,-2,-2,-2,-2,-2,0,1,1,1,5,50,1,0,0,0,57500,501,0,608,430,0
5,14,3,2,1920,2,3,5,1,1,1,1,0,0,1,0,1,0,0,1,6,2,39,1,0,0,0,87500,501,0,545,1267,0
3,6,2,1,1920,34,3,7,1,1,1,1,0,0,1,0,1,0,0,1,2,2,55,1,0,0,0,57500,501,0,1277,1298,0
6,18,2,1,1982,14,2,4,1,1,2,-2,-2,-2,-2,-2,6,0,0,1,2,1,36,1,0,0,0,37500,501,0,811,0,0
2,3,2,1,1964,7,3,6,1,2,1,1,0,1,0,0,1,0,1,6,5,3,36,1,0,0,0,120000,501,0,1604,1080,0
6,19,2,1,2006,2,4,9,1,1,1,1,0,1,0,0,1,0,0,1,4,2,66,0,1,0,0,27500,501,0,1876,542,0
1,1,2,1,1998,7,5,10,1,2,1,1,0,0,1,0,4,0,0,1,6,4,38,1,0,0,1,120000,501,0,3167,0,3232
8,23,2,1,1986,7,4,6,1,2,1,1,0,0,1,0,1,0,0,1,2,3,47,1,0,0,0,2500,100,0,958,438,0
5,16,6,2,1980,2,3,6,1,1,1,1,0,0,0,0,3,0,0,2,4,3,30,1,0,1,0,22500,150,0,1416,0,0
1,1,4,2,1990,2,2,5,1,1,1,1,0,1,0,0,1,0,0,1,4,3,33,1,0,0,0,110000,501,0,998,1122,0
1,1,2,1,1925,7,4,7,1,1,1,1,0,1,0,0,4,0,0,1,3,2,60,1,1,0,1,52500,501,0,847,0,1573
3,7,2,1,1920,34,2,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,1,61,0,0,1,0,2500,100,0,418,1449,0
4,11,2,1,1993,14,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,2,67,1,1,0,0,52500,501,0,653,878,0
9,26,8,2,1978,14,-2,1,1,1,1,1,0,1,0,0,1,0,1,1,2,1,40,1,0,0,0,12500,150,0,286,146,0
2,3,4,3,1972,2,3,6,1,1,1,0,-2,-2,-2,-2,1,0,0,1,2,3,31,0,0,0,0,17500,100,0,970,1380,0
5,16,1,1,1989,14,4,7,1,1,1,1,0,0,0,0,2,0,0,2,4,3,48,1,0,0,0,27500,501,0,2344,0,1728
5,17,2,1,1965,2,4,8,1,1,1,1,0,0,1,0,3,0,0,2,5,4,38,1,0,0,0,37500,501,0,2756,0,0
7,21,2,1,1999,14,4,8,1,2,1,1,0,0,1,0,3,0,0,2,3,3,43,1,0,0,0,120000,501,0,1406,407,0
5,15,3,1,1991,14,2,5,1,2,1,1,0,1,0,0,3,0,0,1,3,1,71,0,1,0,1,27500,501,0,1225,0,0
4,10,2,1,1963,2,4,8,1,1,1,1,0,1,0,0,1,0,0,2,3,5,37,1,0,0,0,97500,501,0,858,1120,0
1,2,4,1,1920,24,4,7,1,2,2,-2,-2,-2,-2,-2,4,0,0,1,2,2,62,1,0,0,1,67500,501,0,1132,0,2333
4,10,2,1,1978,14,3,7,2,2,1,1,0,0,1,0,1,0,0,1,2,4,63,1,1,0,0,87500,501,0,1007,500,15
9,26,2,1,1923,14,3,5,2,1,1,1,0,0,1,0,1,0,1,1,1,4,53,1,0,0,0,77500,501,0,694,295,0
5,17,1,2,1957,2,2,4,1,1,1,1,0,0,1,0,3,0,0,1,3,3,56,1,1,1,0,17500,100,1,1631,0,416
1,1,6,2,1965,2,1,2,1,1,1,1,0,1,0,0,1,0,1,6,5,1,26,1,0,0,0,47500,501,0,475,958,0
2,3,4,2,1930,2,3,5,1,1,1,0,-2,-2,-2,-2,1,0,0,1,5,3,30,1,0,0,0,120000,501,0,756,1571,0
3,8,2,1,1950,14,3,6,2,2,1,1,1,0,0,0,1,0,0,2,3,5,63,1,1,0,0,47500,501,0,1233,1539,0
9,26,2,1,1920,54,4,9,2,1,1,1,0,1,0,0,1,0,0,4,3,2,78,0,1,0,1,52500,501,0,1042,671,0
7,21,2,1,2003,7,4,7,1,2,1,1,0,0,1,0,1,0,0,1,5,3,41,1,0,0,0,52500,501,0,1875,544,0
4,10,2,1,1958,44,3,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,1,66,0,1,0,0,12500,150,0,241,976,0
5,17,1,1,2000,7,3,6,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,3,50,1,0,1,0,57500,501,0,2902,0,0
3,6,6,2,1975,2,2,5,1,1,1,1,0,0,1,0,1,0,0,1,2,3,23,1,0,0,0,27500,501,0,451,227,0
9,26,2,1,1968,24,3,6,1,2,1,1,1,0,0,0,1,0,0,1,3,2,55,1,0,0,0,32500,501,0,1496,706,0
9,26,2,1,2000,7,4,8,1,2,1,1,0,0,1,0,1,0,0,1,3,4,43,1,0,0,1,110000,501,0,3450,638,0
5,15,2,1,2003,7,4,8,1,1,1,1,0,1,0,0,3,0,1,1,1,5,45,1,0,0,0,42500,501,0,2619,0,0
2,4,2,1,1965,7,3,6,2,1,1,1,0,0,1,0,1,0,1,1,5,5,47,1,0,0,1,72500,501,0,2338,2158,0
2,3,7,1,1928,14,2,5,1,1,1,1,0,0,1,0,4,0,0,2,8,1,67,1,1,0,1,110000,501,0,1314,65,1157
4,10,2,1,1920,24,3,7,1,2,1,1,0,0,1,0,1,0,0,1,2,2,68,0,1,0,1,42500,501,0,714,1084,0
3,8,2,1,1999,2,4,9,1,2,1,1,0,0,1,0,1,0,0,1,5,6,39,1,0,0,1,62500,501,0,1720,1651,0
8,23,3,2,2004,2,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,3,3,24,1,0,0,0,42500,501,1,412,411,0
1,1,2,1,1999,7,3,9,1,1,1,1,0,0,1,0,4,0,0,1,7,3,33,1,0,0,1,120000,501,0,1173,0,2237
9,26,4,2,1970,14,-2,1,1,1,1,1,0,0,1,0,1,0,0,2,4,1,56,1,0,0,0,37500,501,0,230,244,0
3,8,2,1,1920,7,3,6,1,1,1,1,0,1,0,0,1,0,0,1,5,4,34,1,0,0,0,120000,501,0,1315,921,0
5,13,2,1,1928,7,3,7,1,2,1,1,0,1,0,0,4,0,0,1,3,3,53,1,0,0,0,92500,501,0,2103,0,290
5,16,2,1,1980,24,3,5,1,1,1,1,0,1,0,0,1,0,0,1,5,4,56,1,0,0,1,120000,501,0,2286,674,0
3,7,2,1,1986,24,4,7,1,1,1,1,0,0,1,0,1,0,0,1,3,1,85,0,1,1,1,27500,501,0,1038,1108,0
7,21,2,1,1950,2,4,7,2,2,1,1,0,1,0,0,1,0,1,1,5,6,37,1,0,0,1,120000,501,0,1709,539,0
4,12,7,2,1995,2,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,54,1,1,0,0,32500,501,0,682,0,0
1,1,2,1,2004,7,4,8,1,2,1,1,0,0,1,0,4,0,0,1,5,3,51,1,0,0,1,120000,501,0,1629,0,2197
2,3,6,2,1980,7,1,3,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,4,1,48,1,0,0,0,32500,501,0,469,1093,0
9,27,6,2,1969,2,2,5,1,1,1,1,0,0,0,0,3,0,0,3,4,1,35,1,0,0,0,52500,501,0,435,0,0
4,10,1,1,2000,2,3,6,1,1,1,0,-2,-2,-2,-2,1,0,0,1,4,1,54,1,0,0,0,27500,501,0,667,597,0
7,21,2,2,1982,2,4,6,1,1,1,1,0,1,0,0,3,0,0,2,3,3,34,1,0,0,0,12500,100,1,2256,0,0
9,26,2,1,1967,24,4,7,2,2,1,1,0,1,0,0,1,0,0,4,5,6,26,1,0,0,0,52500,501,0,1112,429,0
2,3,6,2,1936,2,2,3,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,2,3,27,1,0,0,0,92500,501,0,614,1064,0
7,21,4,2,1985,14,2,3,1,2,2,-2,-2,-2,-2,-2,3,0,1,1,1,1,79,0,1,1,0,22500,501,1,581,0,0
5,13,4,2,1982,2,1,2,1,1,1,1,0,0,1,0,3,0,0,1,4,2,37,0,0,0,0,17500,150,1,896,0,0
5,13,2,1,2005,2,4,9,1,2,1,1,0,1,0,0,1,0,0,1,5,2,72,1,1,0,1,120000,501,0,1605,987,0
1,1,2,1,1997,2,4,9,2,1,1,1,0,0,1,0,4,0,0,1,5,3,30,1,0,0,0,42500,501,0,1349,0,3182
1,1,2,1,1962,7,4,9,2,1,1,1,0,0,1,0,4,0,0,1,7,2,58,1,0,0,1,120000,501,0,1292,0,4317
9,27,2,1,1991,2,4,10,1,2,1,1,0,0,1,0,1,0,0,1,6,5,42,1,0,0,0,120000,501,1,585,1328,0
3,7,2,1,1950,2,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,2,85,1,1,0,0,62500,501,0,594,1106,0
5,17,2,1,1962,7,2,4,2,1,1,1,0,0,1,0,3,0,1,1,2,3,47,1,0,0,0,32500,501,0,1522,0,0
3,6,2,1,1963,44,3,6,1,1,1,1,0,1,0,0,3,0,0,1,3,2,72,0,1,0,1,2500,100,0,3643,22,0
2,3,2,1,1950,54,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,0,2,84,0,1,0,0,37500,501,0,319,2051,0
9,26,2,1,1991,14,3,6,1,2,1,1,0,0,1,0,1,0,0,1,2,3,44,1,0,0,1,120000,501,0,1667,451,0
9,27,8,2,1981,2,2,5,1,1,1,1,0,1,0,0,3,0,0,1,2,5,26,1,0,0,0,17500,100,1,761,0,0
3,7,3,1,2005,2,2,4,1,1,1,1,0,0,1,0,1,0,0,1,5,1,78,0,1,0,0,72500,501,0,372,717,0
5,13,9,2,1975,2,2,4,1,1,1,1,0,0,1,0,3,0,0,1,6,4,33,1,0,0,0,52500,501,0,965,420,0
4,11,2,1,1965,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,4,39,1,0,0,0,17500,100,0,1009,77,0
3,8,4,2,1952,2,2,4,1,1,1,1,0,1,0,0,1,0,1,1,3,2,22,1,0,0,0,3750,100,0,335,1036,0
5,17,2,1,1925,14,3,6,1,1,1,1,0,1,0,0,3,0,0,1,2,2,59,1,0,0,0,17500,150,1,1987,493,0
3,9,1,1,1992,2,3,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,3,2,48,1,0,0,0,37500,501,0,591,783,0
6,18,2,1,1991,14,3,5,1,2,1,1,0,0,0,1,3,0,0,1,3,2,63,1,1,0,0,42500,501,0,1708,0,395
9,26,2,1,1989,24,1,4,2,1,2,-2,-2,-2,-2,-2,3,0,0,1,3,2,81,0,1,0,1,6250,100,0,380,0,1401
9,26,2,1,1955,2,4,7,2,1,1,1,0,1,0,0,3,0,0,1,3,5,41,1,0,0,0,120000,501,0,702,336,0
2,3,4,2,1920,7,2,4,1,1,1,0,-2,-2,-2,-2,1,0,1,1,1,3,43,1,0,0,0,52500,501,0,714,1322,0
5,16,7,2,1980,14,1,3,1,1,1,1,0,1,0,0,3,0,0,1,2,1,58,0,1,0,0,17500,501,0,695,0,0
5,16,2,2,2004,2,3,5,1,1,1,1,0,1,0,0,3,0,0,2,3,2,54,1,0,0,0,57500,501,0,1227,0,38
7,21,2,1,1998,14,4,9,1,2,1,1,0,0,1,0,1,0,0,1,3,4,47,1,0,0,0,120000,501,0,2919,795,0
6,18,3,2,1988,14,2,5,1,1,1,0,-2,-2,-2,-2,3,0,0,2,2,1,46,0,0,1,0,6250,100,1,1234,0,0
9,26,2,1,1976,14,4,7,1,1,1,1,0,0,0,1,1,0,0,1,6,6,42,1,0,0,1,97500,501,0,1264,417,0
2,5,4,2,1965,2,2,4,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,1,1,68,0,1,1,0,17500,501,0,615,88,787
9,26,4,2,1946,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,4,1,2,60,1,0,1,0,22500,501,0,246,0,0
4,11,2,1,1958,7,4,8,1,1,1,1,0,0,1,0,1,0,1,1,1,5,44,0,0,0,0,22500,100,0,934,1467,0
7,21,2,1,1961,14,3,6,1,2,1,1,0,1,0,0,1,0,0,1,6,2,62,1,0,0,1,120000,501,0,1713,1463,0
1,2,2,1,1920,24,3,8,1,1,1,1,1,0,0,0,4,0,0,1,2,3,47,1,0,0,0,87500,501,0,6777,0,2750
3,7,3,2,1970,2,3,5,1,2,1,1,0,0,1,0,3,0,0,1,3,4,25,1,0,0,0,42500,501,0,894,1048,0
4,12,2,2,1970,2,3,7,1,1,1,1,0,1,0,0,3,0,0,1,3,2,32,1,0,0,0,27500,501,0,1074,0,0
3,9,2,1,1993,14,3,6,1,1,1,1,0,0,1,0,2,0,0,1,2,4,59,1,0,0,0,110000,501,0,1759,0,2147
5,15,2,1,1989,24,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,2,1,65,1,1,0,1,22500,501,0,1240,752,0
2,4,2,1,1990,7,3,8,1,2,1,1,0,0,1,0,1,0,0,1,3,2,62,1,1,0,0,82500,501,0,3787,2366,0
3,7,4,2,1960,2,1,3,1,1,1,1,0,0,1,0,1,0,0,7,3,1,22,1,0,0,0,3750,100,0,555,361,0
9,26,2,2,1960,2,3,5,1,1,1,1,0,0,0,0,1,0,1,1,1,6,25,1,0,0,0,6250,100,1,723,488,0
9,26,2,1,1972,2,2,6,2,2,1,1,0,0,1,0,1,0,1,3,2,1,38,0,1,0,0,3750,100,0,595,907,0
5,17,2,1,2000,7,4,8,2,1,1,1,0,1,0,0,3,0,0,1,2,1,81,0,1,0,1,27500,501,0,2519,0,0
8,23,2,1,1987,2,4,7,1,1,1,0,-2,-2,-2,-2,3,0,0,1,2,5,38,0,0,0,0,47500,501,0,1809,0,0
9,26,2,1,1985,7,4,9,2,1,1,1,0,0,1,0,1,0,0,1,5,6,37,1,0,0,0,120000,501,0,3588,730,0
3,6,2,1,1923,24,4,9,1,1,1,1,0,0,1,0,1,0,0,1,2,2,51,1,0,0,0,42500,501,0,1280,1311,0
9,26,2,1,1965,7,3,6,2,1,1,1,0,1,0,0,1,0,1,1,3,3,27,1,0,0,0,57500,501,0,1632,369,0
7,21,2,1,1971,2,4,8,2,1,1,1,0,1,0,0,3,0,0,1,4,6,38,1,0,0,1,120000,501,0,3059,486,0
9,26,2,1,2000,7,3,7,2,2,1,1,0,0,1,0,1,0,0,1,3,2,64,1,1,0,1,47500,501,0,1808,657,0
8,22,3,1,1984,7,2,5,1,1,1,1,0,1,0,0,1,0,0,1,3,1,41,1,0,0,1,42500,501,0,414,330,0
7,21,7,2,1963,2,1,4,1,1,1,0,-2,-2,-2,-2,3,0,0,1,2,1,29,1,0,0,0,62500,501,0,938,68,0
7,20,3,2,1930,2,3,5,1,1,1,1,0,0,1,0,3,0,0,2,2,4,36,1,0,0,0,2500,100,0,2890,417,0
5,17,2,1,2004,2,3,7,1,1,1,1,0,0,0,0,3,0,0,1,2,2,38,1,0,0,0,67500,501,0,1250,0,0
7,21,4,2,1990,14,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,1,1,59,0,0,1,0,8750,100,1,1058,0,0
2,4,4,2,1964,14,1,4,1,1,1,1,1,0,0,0,1,0,1,1,5,4,43,1,0,0,0,52500,501,0,912,713,0
3,8,2,1,1986,7,2,5,2,1,1,1,0,1,0,0,2,0,0,1,3,3,49,1,0,0,0,120000,501,0,1195,0,1384
7,21,2,1,1950,24,2,6,1,2,1,1,0,1,0,0,2,0,0,1,2,3,62,1,1,0,0,37500,501,0,1584,0,513
8,25,2,1,1975,24,4,6,1,1,1,1,0,0,0,0,4,0,0,1,5,5,45,1,0,0,0,120000,501,0,1418,0,1258
7,21,2,1,2005,2,3,6,1,2,1,1,0,0,0,1,3,0,0,1,4,4,27,1,0,0,0,72500,501,0,4037,0,0
